concept,item,survey,survey_full_name,variable,values,question_text,response_categories,nonresponses
preferability,church4,wvs_combo,world values survey time-series 4 (1981-2022),e123,c(4:1),"Do you agree or disagree with the following statement: “Democracy may have its problems, but it is still the best form of government.”",1 Strongly agree; 2 Agree; 3 Disagree; 4 Strongly disagree,"c(-1,-2)"
preferability,church4,arabb1,arab barometer 1,q2324,c(4:1),Democracy may have its problems but is better than any other form of government.,1 Strong agree; 2 Agree; 3 Disagree; 4 Strongly disagree,c(97:99)
preferability,church4,arabb2,arab barometer 2,q5164,c(4:1),"A democratic system may have problems, yet it is better than other systems.",1 Strong agree; 2 Agree; 3 Disagree; 4 Strongly disagree,c(8:9)
preferability,church4,arabb3,arab barometer 3,q5164,c(4:1),"A democratic system may have problems, yet it is better than other systems.",1 Strong agree; 2 Agree; 3 Disagree; 4 Strongly disagree,c(8:9)
preferability,church4,arabb4,arab barometer 4,q5164,c(4:1),"A democratic system may have problems, yet it is better than other systems.",1 Strong agree; 2 Agree; 3 Disagree; 4 Strongly disagree,c(98:99)
preferability,church4,arabb5,arab barometer 5,q516_4,c(4:1),"Democratic systems may have problems, yet they are better than other systems.",1 Strong agree; 2 Agree; 3 Disagree; 4 Strongly disagree,c(98:99)
preferability,church4,arabb7,arab barometer 7,q516_4,c(4:1),"Democratic systems may have problems, yet they are better than other systems.",1 Strong agree; 2 Agree; 3 Disagree; 4 Strongly disagree,c(98:99)
preferability,church4,asianb3,asian barometer 3,q128,c(4:1),"Do you agree or disagree with the following statement: “Democracy may have its problems, but it is still the best form of government.”",1 Strongly agree; 2 Agree; 3 Disagree; 4 Strongly disagree,c(7:9)
preferability,church4,asianb4,asian barometer 4,q129,c(4:1),"Do you agree or disagree with the following statement: “Democracy may have its problems, but it is still the best form of government.”",1 Strongly agree; 2 Agree; 3 Disagree; 4 Strongly disagree,c(7:9)
preferability,threestate3,afrob1,afrobarometer 1,supdem,c(3:1),Which of these three statements is closest to your own opinion?,"1 Democracy is preferable to any other form of government; 2 To people like me, it doesn't matter what form of government; 3 In certain situations, a non-democratic government can be preferable.","c(4,98)"
preferability,threestate3,afrob2,afrobarometer 2,q38,"c(2,1,3)",Which of these three statements is closest to your own opinion?,"1 For someone like me, it doesn’t matter what kind of government we have; 2 In some circumstances, a non-democratic government can be preferable; 3 Democracy is preferable to any other kind of government.","c(9,98)"
preferability,threestate3,afrob3,afrobarometer 3,q37,"c(2,1,3)",Which of these three statements is closest to your own opinion?,"1 For someone like me, it doesn’t matter what kind of government we have; 2 In some circumstances, a non-democratic government can be preferable; 3 Democracy is preferable to any other kind of government.","c(9,98)"
preferability,threestate3,afrob4,afrobarometer 4,q30,"c(2,1,3)",Which of these three statements is closest to your own opinion?,"1 For someone like me, it doesn’t matter what kind of government we have; 2 In some circumstances, a non-democratic government can be preferable; 3 Democracy is preferable to any other kind of government.","c(9,998)"
preferability,threestate3,afrob5,afrobarometer 5,q32,"c(2,1,3)",Which of these three statements is closest to your own opinion?,"1 For someone like me, it doesn’t matter what kind of government we have; 2 In some circumstances, a non-democratic government can be preferable; 3 Democracy is preferable to any other kind of government.","c(9,998)"
preferability,threestate3,afrob6,afrobarometer 6,q30,"c(2,1,3)",Which of these three statements is closest to your own opinion?,"1 For someone like me, it doesn’t matter what kind of government we have; 2 In some circumstances, a non-democratic government can be preferable; 3 Democracy is preferable to any other kind of government.","c(9,98)"
preferability,threestate3,afrob7,afrobarometer 7,q28,"c(2,1,3)",Which of these three statements is closest to your own opinion?,"1 For someone like me, it doesn’t matter what kind of government we have; 2 In some circumstances, a non-democratic government can be preferable; 3 Democracy is preferable to any other kind of government.","c(8,9)"
preferability,threestate3,asiab2008,asiabarometer 2008,q41,"c(2,3,1)",Which of these statements is closest to your opinion?,"1 Democracy is preferable to any other kind of government; 2 In some circumstances, a non-democratic government can be preferable; 3 For someone like me, it does not matter what kind of government we have.",c(9)
preferability,threestate3,arabb4,arab barometer 4,q516a,"c(2,3,1)",Which of these three statements is closest to your own opinion?,"1 Democracy is always preferable to any other kind of government; 2 Under some circumstances, a non- democratic government can be preferable; 3 For people like me, it does not matter what kind of government we have.",c(98:99)
preferability,threestate3,arabb5,arab barometer 5,q516a,"c(2,1,3)",Which of these three statements is closest to your own opinion?,"1 For people like me, it doesn't matter what kind of government we have; 2 Under some circumstances, a non-democratic government can be preferable; 3 Democracy is always preferable to any other kind of government.",c(98:99)
preferability,threestate3,arabb61,arab barometer 6.1,q516a,"c(2,3,1)",Which of these three statements is closest to your own opinion?,"1 Democracy is always preferable to any other kind of government; 2 Under some circumstances, an authoritarian government can be preferable to a democratic one; 3 For people like me, it does not matter whether we have a democratic or a nondemocratic regime",c(98:99)
preferability,threestate3,arabb7,arab barometer 7,q516a,"c(2,1,3)",Which of these three statements is closest to your own opinion?,"1 For people like me, it doesn't matter what kind of government we have; 2 Under some circumstances, a non-democratic government can be preferable; 3 Democracy is always preferable to any other kind of government",c(98:99)
preferability,threestate3,asianb1,asian barometer 1,q117,c(1:3),Which of the following statements comes closest to your own opinion?,"1 Under some circumstances, an authoritarian government can be preferable to a democratic one; 2 For people like me, it does not matter whether we have a democratic or a nondemocratic regime; 3 Democracy is always preferable to any other kind of government",
preferability,threestate3,asianb2,asian barometer 2,q121,"c(2,1,3)",Which of the following statements comes closest to your own opinion?,"1 For people like me, it does not matter whether we have a democratic or a nondemocratic regime; 2 Under some circumstances, an authoritarian government can be preferable to a democratic one; 3 Democracy is always preferable to any other kind of government; ",c(7:9)
preferability,threestate3,asianb3,asian barometer 3,q124,"c(2,3,1)",Which of the following statements comes closest to your own opinion?,"1 Democracy is always preferable to any other kind of government; 2 Under some circumstances, an authoritarian government can be preferable to a democratic one; 3 For people like me, it does not matter whether we have a democratic or a nondemocratic regime",c(7:9)
preferability,threestate3,asianb4,asian barometer 4,q125,"c(2,3,1)",Which of the following statements comes closest to your own opinion?,"1 Democracy is always preferable to any other kind of government; 2 Under some circumstances, an authoritarian government can be preferable to a democratic one; 3 For people like me, it does not matter whether we have a democratic or a nondemocratic regime",c(7:9)
preferability,dem_good4,wvs_combo,world values survey time-series 4 (1981-2022),e117,c(4:1),"I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country? Having a democratic political system.",1 Very good; 2 Fairly good; 3 Fairly bad; 4 Very bad,"c(-1,-2)"
preferability,dem_imp4,wvs_combo,world values survey time-series 4 (1981-2022),e235,c(1:10),How important is it for you to live in a country that is governed democratically?,1 Not at all important; 10 Absolutely important,"c(-1,-2)"
capability,dem_cap2,asianb1,asian barometer 1,q118,c(1:2),Which of the following statements comes closer to your own view?,1 Democracy cannot solve our society’s problems; 2 Democracy is capable of solving the problems of our society,
capability,dem_cap2,asianb2,asian barometer 2,q122,c(1:2),Which of the following statements comes closer to your own view?,1 Democracy cannot solve our society’s problems; 2 Democracy is capable of solving the problems of our society,c(7:9)
capability,dem_cap2,asianb3,asian barometer 3,q125,c(2:1),Which of the following statements comes closer to your own view?,1 Democracy is capable of solving the problems of our society; 2 Democracy cannot solve our society’s problems,c(7:9)
capability,dem_cap2,asianb4,asian barometer 4,q126,c(2:1),Which of the following statements comes closer to your own view?,1 Democracy is capable of solving the problems of our society; 2 Democracy cannot solve our society’s problems,c(7:9)
suitability,suitable10,arabb1,arab barometer 1,q243,c(1:10),"Here is a similar scale of 1 to 10 measuring the extent to which people think democracy is suitable for our country. If “1” means that democracy is completely unsuitable for [name of country] today and “10” means that it is completely suitable, where would you place our country today?",1 Completely unsuitable: 10 Complete suitable,c(96:99)
suitability,suitable10,arabb2,arab barometer 2,q512,c(1:10),To what extent do you think democracy is appropriate for your country?,1 Absolutely inappropriate: 10 Completely appropriate,c(96:99)
suitability,suitable10,arabb4,arab barometer 4,q512leb,c(1:10),To what extent do you think democracy is appropriate for your country?,1 Absolutely inappropriate: 10 Completely appropriate,c(96:99)
suitability,suitable10,asianb1,asian barometer 1,q103,c(1:10),"Here is a similar scale of 1 to 10 measuring the extent to which people think democracy is suitable for our country. If “1” means that democracy is completely unsuitable for [name of country] today and “10” means that it is completely suitable, where would you place our country today?",1 Democracy is completely unsuitable: 10 Democracy is perfectly suitable,
suitability,suitable10,asianb2,asian barometer 2,q98,c(1:10),"Here is a similar scale of 1 to 10 measuring the extent to which people think democracy is suitable for our country. If “1” means that democracy is completely unsuitable for [name of country] today and “10” means that it is completely suitable, where would you place our country today?",1 Democracy is completely unsuitable: 10 Democracy is perfectly suitable,c(97:99)
suitability,suitable10,asianb3,asian barometer 3,q94,c(1:10),"Here is a similar scale of 1 to 10 measuring the extent to which people think democracy is suitable for our country. If “1” means that democracy is completely unsuitable for [name of country] today and “10” means that it is completely suitable, where would you place our country today?",1 Democracy is completely unsuitable: 10 Democracy is perfectly suitable,c(97:99)
suitability,suitable10,asianb4,asian barometer 4,q97,c(1:10),"Here is a similar scale of 1 to 10 measuring the extent to which people think democracy is suitable for our country. If “1” means that democracy is completely unsuitable for [name of country] today and “10” means that it is completely suitable, where would you place our country today?",1 Democracy is completely unsuitable: 10 Democracy is perfectly suitable,c(97:99)
suitability,suitable11,arabb3,arab barometer 3,q512,c(0:10),To what extent do you think democracy is appropriate for your country?,0 Absolutely inappropriate: 10 Completely appropriate,c(96:99)
suitability,suitable11,arabb4,arab barometer 4,q512,c(0:10),To what extent do you think democracy is appropriate for your country?,0 Absolutely inappropriate: 10 Completely appropriate,c(96:99)
suitability,suitable11,arabb5,arab barometer 5,q512,c(0:10),To what extent do you think democracy is suitable for your country?,0 Democracy is completely unsuitable: 10 Democracy is perfectly suitable,c(96:99)
suitability,prepared5,afrob5,afrobarometer 5,q43d_arb,c(1:5),Do you agree or disagree with each of the following statements: people are not prepared for a democratic system?,1 Strongly Agree; 2 Agree; 3 Neither Agree nor Disagree; 4 Disagree; 5 Strongly Disagree,c(8:9)
suitability,prepared4,arabb2,arab barometer 2,q5165,c(1:4),To what extent to you agree or disagree with the following statements? The citizens in your country are not prepared for a democratic system.,1 Strongly agree; 2 Agree; 3 Disagree; 4 Strongly disagree,c(8:9)
suitability,prepared4,arabb3,arab barometer 3,q5165,c(1:4),To what extent to you agree or disagree with the following statements? The citizens in your country are not prepared for a democratic system.,1 Strongly agree; 2 I agree; 3 I disagree; 4 I strongly disagree,c(8:9)
suitability,prepared4,arabb4,arab barometer 4,q5165,c(1:4),To what extent to you agree or disagree with the following statements? The citizens in your country are not prepared for a democratic system.,1 Strongly agree; 2 I agree; 3 I disagree; 4 I strongly disagree,c(98:99)
preferability,dem_good3,asiab2003,asiabarometer 2003,g0094,c(3:1),"I'm going to describe various types of political systems. Please indicate for each system whether you think it would be very good, fairly good or bad for this country: A democratic political system.",1 Very good; 2 Fairly good; 3 Bad,c(4)
preferability,dem_good3,asiab2004,asiabarometer 2004,q32d,c(3:1),"I'm going to describe various types of political systems. Please indicate for each system whether you think it would be very good, fairly good or bad for this country: A democratic political system.",1 Very good; 2 Fairly good; 3 Bad,c(9)
preferability,dem_good3,asiab2005,asiabarometer 2005,q34d,c(3:1),"I'm going to describe various types of political systems. Please indicate for each system whether you think it would be very good, fairly good or bad for this country: A democratic political system.",1 Very good; 2 Fairly good; 3 Bad,c(9)
preferability,dem_good3,asiab2006,asiabarometer 2006,q38d,c(3:1),"I'm going to describe various types of political systems. Please indicate for each system whether you think it would be very good, fairly good or bad for this country: A democratic political system.",1 Very good; 2 Fairly good; 3 Bad,c(9)
preferability,dem_good3,asiab2007,asiabarometer 2007,q39d,c(3:1),"I'm going to describe various types of political systems. Please indicate for each system whether you think it would be very good, fairly good or bad for this country: A democratic political system.",1 Very good; 2 Fairly good; 3 Bad,c(9)
preferability,dem_good3,asiab2008,asiabarometer 2008,q40d,c(3:1),"I'm going to describe various types of political systems. Please indicate for each system whether you think it would be very good, fairly good or bad for this country: A democratic political system.",1 Very good; 2 Fairly good; 3 Bad,c(9)
preferability,want11,afrob5,afrobarometer 5,q46d,c(0:10),Where would you want our country to be in the future?,0 Completely undemocratic: 10 Completely Democratic,c(98:99)